name,city,state,star,address,bid,zip,review,thur,fri,wed,tue,mon,sat,sun
Aldi,Lakewood,OH,4,1600 W 117th St,wY6SU_LtIFGmjf7UHJxtzg,44107,18,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-19:0
El Pollo Loco,Las Vegas,NV,2,6131 W Lake Mead Blvd,_2Wbpm821bdNsh-gyqufrg,89108,26,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Passage To India,Tempe,AZ,4,909 E Elliot Rd,KfxPrJ5PzgFRm2XltnbBLQ,85284,214,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
The Village Bean Cafe,Olmsted Falls,OH,4.5,8143 Columbia Rd,qJGcdcyvVdKYDd-F5acPPQ,44138,12,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,7:0-14:0,CLOSED
Party City,Chandler,AZ,2,2770 E Germann Rd,NvhPy7oIy5Hvn44Xy9OwzQ,85286,42,9:30-21:0,9:30-21:0,9:30-20:30,9:30-20:30,9:30-20:30,8:30-20:30,10:0-18:0
McDonald's,Chandler,AZ,2,6990 W Sundust Rd,xKtiqBEmHT4TGzyL0SMgGA,85226,26,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Monterrey Mexican Restaurant,Charlotte,NC,3.5,"1001 E Wt Harris Blvd, Ste A",YaFM08fEdbp-iSon3Opsbw,28213,85,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Chick-fil-A,Phoenix,AZ,3.5,3001 W Agua Fria Fwy,Wq_BQBy777zuCtm6KyDEyw,85027,129,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,CLOSED
El Salsita,Mesa,AZ,3,35 N Country Club Dr,#NAME?,85201,20,8:0-0:0,8:0-3:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-3:0,8:0-0:0
Taco Bell,Monona,WI,2.5,100 E Broadway,sUzvletCYiIaZD_hbnNLEA,53716,21,7:0-2:30,7:0-3:0,7:0-2:30,7:0-2:30,7:0-2:30,7:0-3:0,7:0-2:30
Freddy's Frozen Custard & Steakburgers,Surprise,AZ,4,14029 W Waddell Rd,9GcGGlZdm4wAUzXztG3Lzw,85379,114,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-22:0
Sunny Bridge Natural Foods & Cafe,McMurray,PA,3.5,130 Gallery Dr,p747aVZiQL7H3Q0z-sMGcw,15317,15,9:0-20:0,9:0-19:0,9:0-20:0,9:0-20:0,0:0-0:0,9:0-17:0,10:0-17:0
Del Taco,Phoenix,AZ,1.5,1850 W Union Hills Dr,6VZ4T_BnTl8swN-g06ZVYg,85027,13,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,7:0-23:0,7:0-23:0
Panda Express,Las Vegas,NV,3.5,"9795 W Charleston Blvd, Ste 103",wShT0KXCW0ZAnNKdJr_1pg,89117,50,10:0-22:30,10:0-23:0,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:0,10:0-22:30
El Pollo Loco,Mesa,AZ,2.5,1036 S Country Club Dr,TCCiuifeDJqXXxjtOT7JuA,85210,16,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
Five Guys,Monroe,NC,4,2833 W Hwy 74,XTsH-s6xtwWE8wlofQtOag,28110,10,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Convive Coffee Roastery,Pittsburgh,PA,4.5,751 Providence Blvd,BBbrGzzgYK_lQTNsRFkOaA,15237,52,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-21:0,8:0-19:0
Popeyes Louisiana Kitchen,Phoenix,AZ,1.5,6540 W Thomas Rd,jMpewaaXFr3VeadFBplF0w,85033,41,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
Crispy Banh Mi,Charlotte,NC,4.5,"5100 S Blvd, Ste C",xJAXkMIgnWNpqyGCosmp2Q,28217,233,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,0:0-0:0,9:0-20:0,12:0-19:0
Chipotle Mexican Grill,Chandler,AZ,3.5,"3395 W Chandler Blvd, Ste 1",IqBoGCKUJdzBOmzjUsB7lw,85226,111,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
Firehouse Subs,Las Vegas,NV,4,4761 S Maryland Pkwy,fjy3Gk22HDE6EvPyMupYkQ,89119,47,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0
Lisa's Rum Cake,Gilbert,AZ,4,"219 S William Dillard Dr, Ste 135",_TKvKjcBG0YZDZsVeUK0Fg,85233,81,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-11:0,CLOSED
Raising Cane's,Las Vegas,NV,4,4655 W Charleston,qpaX3qOHBSOAEDUcIs8SPQ,89102,231,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
Speedsmart,Chandler,AZ,2,1981 N Alma School Rd,i24ZdNflrcZ97D7UTGKsVg,85224,10,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Tacos Michoacan,Phoenix,AZ,4,14620 N Cave Creek Rd,5-_4mHujcNo0PWj3-ybwnQ,85022,60,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
McDonald's,Coraopolis,PA,3.5,1010 4th Ave,efK5mjVPxdmqFZT06S4dzA,15108,10,5:0-23:0,5:0-0:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,5:0-23:0
Dona Maria Tamales Restaurant,Las Vegas,NV,3.5,3205 N Tenaya Way,_QvGAqMmrUIlxpby2Ul5Dg,89129,285,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0,9:0-22:0,9:0-20:0
Le Macaron French Pastries,Charlotte,NC,4.5,"1111 Metropolitan Ave, Ste 20",CJARk-YCOl02hxznvHQ3Lw,28204,34,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Tacos Huevos,Las Vegas,NV,4.5,"107 E Charleston Blvd, Ste 150",GzBIAjAMHD9iVZK8BT6XMw,89104,265,9:30-22:0,9:30-0:0,9:30-22:0,9:30-22:0,0:0-0:0,9:30-0:0,8:30-14:30
McDonald's,Independence,OH,3,6201 Brecksville Rd,DaxEPd4fQNCksMy3xzBraA,44131,25,5:0-23:0,5:0-0:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,6:0-23:0
Subway,Las Vegas,NV,3,9031 W Sahara Ave,tIRn9YlrJ4Y5IyHzY72i9A,89117,27,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Whataburger,Phoenix,AZ,3,2901 E Bell Rd,zLsgXEuw0jaiQgZmLWUtFA,85032,47,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Fatburger,Henderson,NV,2.5,4663 E Sunset Rd,UY9t1EL5PYxPiBGivkeE9Q,89014,125,9:0-0:0,0:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,0:0-0:0,9:0-0:0
Biagio's Donut Shop & Pizzeria,Eastlake,OH,4.5,35523 Vine St,djW8gh3JJ-__NCxx1YQaHg,44095,131,3:0-23:0,4:0-3:30,3:0-23:0,3:0-23:0,3:0-23:0,3:30-0:0,16:0-23:0
Louie's Noodle,Las Vegas,NV,5,4248 W Reno Ave,kxdfMw6Nvj5TDqDTkOk1bg,89118,15,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,CLOSED
Colony Cafe,Pittsburgh,PA,4.5,1125 Penn Ave,rBko32y5vK13SD_sW3AG_g,15222,79,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,0:0-0:0,10:30-21:0,CLOSED
Starbucks,Phoenix,AZ,3,730 West Camelback,HQIwXiWv0CAKcKSRfBwA1w,85013,18,5:30-21:0,5:30-21:30,5:30-21:0,5:30-21:0,5:30-21:0,5:30-20:30,5:30-21:0
Cuzzo's Cuisine,Charlotte,NC,4.5,3418 Tuckaseegee Rd,uX2hjcnQIszqyNKqPP9e1g,28208,106,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,CLOSED,11:0-20:0,12:0-17:0
Jersey Mike's Subs,Tempe,AZ,3.5,1537 W Broadway Rd,rXceWs_H4PLmY99rGcbk6w,85282,28,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
McDonald's,Las Vegas,NV,2,301 Fremont St,4lAwPgy1m9Rd0oBpi4Hr2w,89101,19,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
The Butcher Block,Henderson,NV,4.5,1550 W Horizon Ridge Pkwy,e4PusaPskZ1lG9hQFs3rxw,89012,46,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
Vaquero's Carne Asada,Phoenix,AZ,4,3414 N 24th St,SvoIBKec8s1kOARX_3EKXw,85016,40,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Burger King,Las Vegas,NV,2.5,820 N Rancho Dr,YODpEX6xACHoERsIol4-gg,89106,14,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0
Coconut's Fish Cafe,Scottsdale,AZ,4.5,16640 N Scottsdale Rd,C2BR0TjNacoNzItPLUHTAA,85254,821,11:0-21:0,11:0-21:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Little Caesars Pizza,Las Vegas,NV,2.5,1758 E. Charleston Blvd.,Wc1i5QsTKheJq6lstPAllA,89104,24,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-22:0
Pei Wei,Mesa,AZ,2.5,"3426 E Baseline Rd, Ste 121",JTNdV6u3DK-wcqX7ZXl5hw,85204,217,11:0-21:30,11:0-22:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-21:30
Kandy Bar,Charlotte,NC,3,"210 E Trade St, Ste 342",QUwzjNeegM1543YLphMb9w,28202,54,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,CLOSED,17:0-2:0,22:0-2:0
Speedway Grill & Cafe,Charlotte,NC,3,Charlotte International Airport,PVeabNks9iMxt5C12AR3cA,28208,10,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Panda Express,Mesa,AZ,2.5,921 N Dobson Rd,anhk98859Rmo3mL6X41jbg,85201,61,10:0-22:0,10:0-22:30,10:0-22:0,10:0-22:0,10:0-22:0,10:30-22:0,10:30-22:0
Dunkin' Donuts,Lakewood,OH,2.5,"17609 Detroit Ave, Unit 1",1xmIz4dxA5yxixwwaWT6hg,44107,17,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Popeyes Louisiana Kitchen,Chandler,AZ,2,2850 South Alma School Rd,M5UO7M4HyWDIK-ZLbtfJFA,85286,73,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
Buca di Beppo Italian Restaurant,Pittsburgh,PA,2.5,6600 Robinson Centre Dr,XjAb0mxgCtq96pWWJjUBAg,15205,84,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-21:0
Jersey Mike's Subs,Glendale,AZ,3.5,"7410 West Bell Rd, Ste 310-2",mc71c4vlkwhqYSPTg9XJGQ,85308,66,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Carl's Jr.,North Las Vegas,NV,3,2650 Nature Park Dr,OxpdfbfDgd4xpZqc9IRlJw,89084,21,6:0-22:0,6:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-0:0,6:0-22:0
Chick-fil-A,Charlotte,NC,3,3015 South Blvd,rbbcyLXhGzIr0j4XNLdayw,28209,53,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,CLOSED
Chopsticks Express,Parma,OH,4,8800 Day Dr,AV72aytrW-z787seJAku2w,44129,19,11:0-21:30,11:0-22:0,11:0-21:30,11:0-21:30,0:0-0:0,11:0-22:0,11:0-21:30
Hop Nuts Brewing,Las Vegas,NV,4.5,"1120 S Main St, Ste 150",7kDN_jrcBlnjSMGmHMbxUw,89104,211,12:0-1:0,11:0-2:0,12:0-1:0,12:0-1:0,12:0-20:0,11:0-2:0,12:0-20:0
Taco Bell,Phoenix,AZ,4,34906 N Valley Parkway,1DswS8btQKkWFyTUZlcgCQ,85086,14,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
Safeway Food & Drug,Chandler,AZ,3.5,4970 S Alma School Rd,1tcw9UboRe2eZZavjZ60HA,85248,31,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Pineapple Park,Las Vegas,NV,4,"10550 Southern Highlands Pkwy, Ste 110",oyh1CYVHDiAyDtF-ug8y3w,89141,246,13:0-20:0,13:0-21:0,13:0-20:0,13:0-20:0,0:0-0:0,13:0-21:0,13:0-21:0
BevMo,Tempe,AZ,3.5,2000 E Rio Salado Pkwy,8Zt7XWfuE8Yd0S0A-0V11g,85281,63,9:0-21:0,9:0-22:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-22:0,9:0-20:0
QuikTrip,Phoenix,AZ,2,8004 N 27th Ave,FAX_Nom3Dj-EQIxEgMZMXw,85051,11,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Any Given Sundae,Wexford,PA,5,2612 Brandt School Rd,EsMcGiZaQuG1OOvL9iUFug,15090,16,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Tropical Smoothie Cafe,Las Vegas,NV,2,"3390 Novat Street, #110",a3vug2R5PvBCmzr6KU5RnA,89128,149,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Kusina Ni Lorraine,Las Vegas,NV,3.5,"5035 South Fort Apache Rd, Ste 101",KEFEBgyjwcWuvWa5rXKOow,89148,33,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Simon's Restaurant & Delicatessen,Brecksville,OH,3,7770 Chippewa Rd,N7KNlwfgOeOtkD52_aBsXg,44141,70,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,8:30-21:30,CLOSED
Taco Bell,Phoenix,AZ,3.5,2601 North 44th Street,B198jEItQSF7xQhRADUW6Q,85008,22,6:0-1:0,6:0-2:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-2:0,6:0-1:0
Sprouts Farmers Market,Henderson,NV,3.5,635 S Green Valley Pkwy,63a_w2CGKwQQRsevTVKKeQ,89052,97,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Geno's Giant Slice,Gilbert,AZ,3,1458 N Higley Rd,FkInyVWi-oNDBrbwSUQ2Zg,85234,50,10:0-22:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
Bbear Cafe,Las Vegas,NV,4,6850 Spring Mountain Rd,fbyYmI6VkWFBhYTreIqyTQ,89146,21,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Smoothie King,Charlotte,NC,3.5,"1235 East Blvd, Ste H",UBkbUPb346a7Bm6im56CDw,28203,14,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,0:0-0:0,8:0-21:0,10:0-20:0
Earth Fare,Charlotte,NC,4,"721 Governor Morrison St, Ste 110",tj28yfz0o80ziHGLfx9UOA,28211,77,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Bruster's Real Ice Cream,Fort Mill,SC,3.5,2603 Hwy 160 W,ofTjkad-MksyUyQ4IDNazQ,29708,45,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,13:0-22:0
Raising Cane's,Scottsdale,AZ,3.5,7386 E Shea Blvd,XDRWtl3p4EfCxAMNYEOqeg,85260,41,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
QDOBA Mexican Eats,Charlotte,NC,3,"1600 E Woodlawn Rd, Ste 210",9bNpMgvaSux1xLPSPwIbUg,28209,27,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0,11:0-22:0,11:0-22:0
Dunkin' Donuts,Pittsburgh,PA,2.5,2961 W Liberty Ave,qdvkFT6CuFkCNRhwi9VHxQ,15216,18,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Molly McGhee's,Strongsville,OH,3,13169 Prospect Rd,FDM7CWHpp-9sfQjr3o8h1g,44149,21,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30
Fatburger,Henderson,NV,3,1301 W Sunset Rd,qpdMFF6Y31ZAtE1R1OLsfA,89014,58,9:0-2:0,9:0-3:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-3:0,9:0-2:0
Wendy's,Charlotte,NC,1.5,10235 University City Blvd,WSweXpahyMa3toResuQ6-w,28213,20,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
McDonald's,Enterprise,NV,1.5,8556 Blue Diamond Rd,ByXko9JQ6Jne7v8t4IaQjg,89178,89,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Choice Pet Market,Scottsdale,AZ,4,"7119 E Shea Blvd, Ste 113",hAzKMMBx7r7cxLs0Vka_dw,85254,26,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-19:0
Publix,Charlotte,NC,4,8120 South Tryon St,oWQaP9yP77B3Au0LAEevdQ,28273,49,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Chick-fil-A,Cuyahoga Falls,OH,4.5,420 Howe Ave,94sh9kS5DrmK7sNRYrASfQ,44221,24,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,CLOSED
Sip Coffee & Beer Garage,Phoenix,AZ,4,3620 E Indian School Rd,5A_sjC9ULLt4UkDNtr9dkw,85018,271,7:0-0:0,7:0-2:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-2:0,7:0-22:0
Total Wine & More,Gilbert,AZ,4,2224 E Williams Field Rd,tKffT8a4HFQg_AAzzRmeQg,85295,111,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-21:0
Papa Primoz,Cleveland,OH,3.5,3790 W 117th St,uLUjru9JVkI_qmFHCxYwAQ,44111,23,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0
Walgreens,Las Vegas,NV,3,4895 Boulder Hwy,4oO6bsTB2eHinztYGRWPow,89121,20,7:0-11:0,7:0-11:0,7:0-11:0,7:0-11:0,7:0-11:0,7:0-11:0,7:0-11:0
McDonald's,Kent,OH,2,1280 S Water St,9UyjZhGr9qVhwQzWCvElPg,44240,12,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0
Juice Bar,Las Vegas,NV,4.5,4455 Paradise Rd,mPULKHFz89tFM7Yba55MKQ,89169,10,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Sjolinds Chocolate House,Mount Horeb,WI,4.5,"219 E Main St, Ste A",98wHSByl7JRdrYcMuFfGeA,53572,43,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0
Burger King,Boulder City,NV,2,1050 Nevada Hwy,njvrJ45RWohxGy50HRYPtw,89005,30,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0
Corkscrew Wine Shoppe & Bar,Huntersville,NC,3.5,16916 Birkdale Commons Pkwy,#NAME?,28078,70,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,12:0-22:0
Great Eagle Bar & Grill,Surprise,AZ,3.5,17091 N Happy Trails,7EOWPk1rTJrJY2RAaMfNkA,85374,27,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,9:0-19:0,9:0-19:0
Andre's Bistro & Bar,Las Vegas,NV,4,"6115 S Fort Apache Rd, Ste 112",jaSowNITPRRCYpPb3_pjdA,89148,316,11:30-19:30,11:0-22:0,15:0-22:0,11:30-21:0,10:0-21:0,10:0-22:0,10:0-21:0
Chun Fai Chinese Eatery,Las Vegas,NV,3.5,"6565 S Fort Apache Rd, Ste 175",NaZVUOzqk5b-l0mlki-9Og,89148,213,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-21:0
Pizza Hut,Scottsdale,AZ,3.5,10320 N Scottsdale Rd,NHzdf87ObSNIXrT5axTubQ,85253,16,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Taco Bell,Phoenix,AZ,2,15240 N. 32nd Street,qB15WElGAlI_eGWjn0kT2w,85032,25,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
Jimmy John's,Goodyear,AZ,3,"13824 W McDowell Rd, Ste 108",_9LZl0rVu89UOt5a6_J4wQ,85395,40,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Wendy's,Peoria,AZ,2,8259 W Peoria Ave,z-p5FxUBf8bcUPWqRLL3Og,85345,13,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
Starbucks,Madison,WI,3,3515 University Avenue,jz_q2_QTq_CdDbOtY2FSXg,53705,35,4:30-23:30,4:0-23:0,4:30-23:0,4:30-23:0,4:30-23:0,4:30-23:0,4:30-23:0
Michelangelo's Coffee House,Madison,WI,4,114 State St,IWNbZymAICpqSgBvl2EVzg,53703,177,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
McDonald's,Las Vegas,NV,2.5,5947 Spring Mountain Rd,q7LG_2s2urLJcD2IsxgTWg,89103,16,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
Chick-fil-A,Concord,NC,3.5,8020 Concord Mills Blvd,fvNUTG4_NT1Gi3sShUcqhg,28027,30,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:30-22:0,CLOSED
Starbucks,Pittsburgh,PA,3.5,210 Sixth Avenue,rEuSmPPblKIcOzazlBwTcw,15222,11,5:30-17:30,CLOSED,5:30-17:30,5:30-17:30,5:30-17:30,CLOSED,5:30-17:30
Carl's Jr,Tempe,AZ,2.5,1210 N Scottsdale Rd,ZARxy5Orzk9Ocay0IkU_-Q,85281,14,6:0-2:0,0:0-0:0,6:0-2:0,6:0-2:0,6:0-2:0,0:0-0:0,6:0-2:0
Chompie's,Tempe,AZ,3.5,1160 E University Dr,riM-pBsdqRRVXtAVbLfsxQ,85281,658,6:0-15:0,6:0-21:0,6:0-21:0,7:0-21:0,6:0-15:0,7:0-21:0,7:0-20:0
Get Go Fuel Station,Pittsburgh,PA,3.5,6513 Steubenville Pike,og04KLFbOsvu7vTy-uchTA,15205,15,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Melt Bar and Grilled,Lakewood,OH,4,14718 Detroit Ave,JFaTPxWQC14VmFnXLv7W1g,44107,870,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Walgreens,Peoria,AZ,3,7448 W Thunderbird Rd,DBnDcpf5mwPsW0wIsb54ug,85381,10,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Doodle Dogs,Peoria,AZ,4.5,25311 N Lake Pleasant Pkwy,eumdJ6EQY9Ke3bNf97xFOQ,85383,13,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,10:0-16:0,11:0-16:0
Primal Brewery,Huntersville,NC,4,16432 Old Statesville Rd,--7zmmkVg-IMGaXbuVd0SQ,28078,58,14:0-22:0,12:0-23:0,14:0-22:0,16:0-22:0,16:0-22:0,12:0-23:0,12:0-20:0
Sweet Addiction,Las Vegas,NV,4,"5165 S Fort Apache Rd, Ste 160",dYDuaXVyIXMXlmeMYf2ktw,89148,435,12:0-22:0,12:0-22:30,12:0-22:0,12:0-22:0,0:0-0:0,12:0-22:30,12:0-22:0
Dairy Queen,Phoenix,AZ,2,12641 N Cave Creek Rd,EjQOE5UZgqC0O9KSErZXIw,85022,22,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Gary's Liquor,Phoenix,AZ,4,2131 N 24th St,rdE0AFMaRAJHqRWVCoNweg,85008,11,8:0-0:0,8:0-2:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-2:0,9:0-0:0
Fiesta Filipina Cuisine,Las Vegas,NV,3.5,"3310 S Jones Blvd, Ste A",6bU4NFkXbdbvnQBDa9-nfQ,89146,114,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30
Woods Family Sandwiches,Las Vegas,NV,4.5,"3318 E Flamingo Rd, Ste B",prmB45ETnpuTwc-p_ztAVA,89121,52,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,0:0-0:0,9:0-17:0,CLOSED
Mother Bunch Brewing,Phoenix,AZ,4,825 N 7th St,OQggqcQglU-lHY3rY-8Lhw,85006,612,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-22:0,10:0-22:0
Carl's Jr,Mesa,AZ,3,1916 S Greenfield Rd,5PwYiNSkeiwmrnyOBj5IMQ,85206,19,6:0-0:0,6:0-1:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-1:0,6:0-22:30
Fresh Fast Smoothie,Gilbert,AZ,4.5,"110 S Val Vista Dr, Ste 103",hz02gw3Vm0xKXStFq0PjmA,85296,13,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:30-20:45,7:30-20:30
GOGI,Chandler,AZ,4,2095 N Dobson Rd,4s_cPDS_AkLP1fXMJPqB2w,85224,329,11:0-0:0,11:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-0:0,11:0-21:30
